ID,TITULO,autores,pais,evento,ano,universidade,sub_area,tipo_abordagem,disponibilidade,link_acesso,base_dados,link_artigo,questao_001,,,questao_002,,,questao_003,,,questao_004,,,questao_005,,,anotacoes_adicionais
A01285,Investigating the Use of AI-Generated Exercises for Beginner and Intermediate Programming Courses: A ChatGPT Case Study,"Sandro Speth, Niklas Meißner e Steffen Becker.",Alemanha,International Conference on Software Engineering: Software Engineering Education and Training,2023,University of Stuttgart,Processo de Desenvolvimento,Uso de Ferramentas,sim,https://github.com/spethso/Programmierprojekt/wiki,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza especificamente a Geração Automática de Questões via ChatGPT-3 para criar 12 folhas de exercícios para um curso de Java com foco em objects-first. O processo envolveu prompts iniciais de contexto, refinamento iterativo através de ramificações no chat e revisões manuais finais.",,,"abordagem é categorizada como Inteligência Artificial na Educação (AIED) e Geração Automática de Questões (AQG). Os elementos que contribuem para sua adesão são a redução drástica de tempo e recursos necessários para criar questões complexas , a necessidade de um pool de questões em constante evolução para plataformas de e-learning e a capacidade da ferramenta em fornecer rascunhos aceitáveis rapidamente",,,"A academia pode proporcionar um aprendizado mais dinâmico com exercícios que cobrem desde fundamentos de uso de objetos até tópicos avançados como polimorfismo, Java Streams e testes com JUnit",,,"A inovação ocorre pela integração de ferramentas de IA generativa no fluxo de trabalho docente, refletindo tendências da indústria. Isso permite que os professores foquem na qualidade pedagógica e na resolução de bugs semânticos, enquanto a IA lida com a estrutura inicial , possibilitando a criação rápida de materiais que utilizam APIs customizadas e cenários realistas de codificação",,,Questionários,,,"Embora o ChatGPT seja altamente eficiente para gerar rascunhos de lógica e estrutura, o estudo ressalta que quase todos os exercícios exigiram intervenção manual para corrigir problemas semânticos, remover redundâncias e ajustar o design orientado a objetos"
A01287,Peer Instruction in Online Synchronous Software Engineering - Findings from fine-grained clicker data,Bhuvana Gopal e Stephen Cooper,EUA,Frontiers in Education,2021,University of Nebraska-Lincoln,Análise / Projeto / Modelagem,Flipped Classroom,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo em questão, a abordagem utilizada é a replicação de instruções em pares em um ambiente totalmente remoto e síncrono via Zoom, combinada com a estratégia de flipped classroom",,,"Leituras preparatóriasm aulas expositivas, discussã em pequenos grupos",,,"A abordagem permite que alunos que aprendem durante a discussão com pares atinjam um desempenho em exames estatisticamente equivalente ao daqueles que já possuíam conhecimento prévio. Além disso, auxilia na redução das taxas de reprovação e na identificação precoce de estudantes com dificuldades",,,"A academia pode inovar ao basear os módulos do curso fortemente em práticas da indústria e conhecimentos exigidos pela força de trabalho, cobrindo o ciclo de vida completo do desenvolvimento de software",,,Quizzes,,,"O estudo prova que instrução em pares mantém sua eficácia pedagógica mesmo em ambientes de ensino totalmente virtuais e síncronos, garantindo a retenção de conceitos de Engenharia de Software a longo prazo"
A01299,Improving Computer Science Education through Cloud Computing: An Observational Study,Jorge Edison Lascano e Stephen Clyde,EUA,International Conference on Software Engineering: Software Engineering Education and Training,2017,Utah State University,Processo de Desenvolvimento,Uso de Ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem utilizada foi um estudo observacional de um ano e meio, integrando recursos de nuvem em disciplinas de graduação e pós-graduação",,,"Elementos que contribuem para a adesão incluem: a exigência da indústria por profissionais com base em CC , a disponibilidade de concessões acadêmicas gratuitas ou de baixo custo por provedores como Amazon e Google",,,"Melhoria de habilidades, e preparação para desafios envolvendo redes e dados",,,"Incorporando tecnologias emergentes, utilizando sistemas em ambientes similares àprodução real motivando boas práticas",,,Questionários,,,O estudo conclui que a exposição à Computação em Nuvem em tarefas de programação aumenta significativamente a percepção dos alunos sobre suas habilidades de análise e reuso de software
A01302,Peer Instruction in Online Software Testing and Continuous Integration - A Replication Study,Bhuvaneswari Gopal e Stephen Cooper,EUA,International Conference on Software Engineering: Software Engineering Education and Training,2022,University of Nebraska-Lincoln,Teste,Instruç~~ao em Pares,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"A abordagem principal é o IP, comparada ao modelo tradicional de entrega de conteúdo baseado apenas em palestras. O ciclo de IP envolveu votos individuais, discussões em pequenos grupos via salas de apoio do Zoom e discussões lideradas pelo instrutor",,,"Discussão entre pares, feedback em tempo real, engajamento ativo do aluno e uso de tecnologias de apoio remoto",,,"Mmelhora as atitudes dos alunos em cinco construtos: confiança, interesse, percepção de utilidade, profissionalismo e igualdade de gênero na computação. A prática também auxilia no desenvolvimento de habilidades críticas de análise e design ao forçar a integração de diferentes conhecimentos de ES durante o ato de testar",,,"O estudo sugere que a academia deve adotar pedagogias baseadas em evidências para garantir que os alunos não apenas recebam o conteúdo, mas demonstrem aprendizado de longo prazo e atitudes profissionais alinhadas às necessidades do mercado.",,,Questionários,,,
A01312,Embracing Experiential Learning: Hackathons as an Educational Strategy for Shaping Soft Skills in Software Engineering,"Allysson Allex Araújo, Marcos Kalinowski e Maria Teresa Baldassarre.",Brasil,International Conference on Software Engineering: Software Engineering Education and Training,2025,UFCA,Processo de Desenvolvimento,Metodologia experimental,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,O estudo realiza um hackthon experimental,,,Os elementos que contribuem para sua adesão incluem a simulação de nuances do mercado real,,,"Aumento da autopercepção de melhoria em criatividade, inovação, colaboração e trabalho em equipe, além de proporcionar um ambiente para aplicação prática de conhecimentos teóricos",,,"A academia pode inovar ao utilizar hackathons para reduzir o hiato entre proficiência técnica e habilidades práticas, aumentando a empregabilidade e a prontidão dos estudantes para o mercado através da exposição a desafios interdisciplinares e colaborativos",,,Questionários,,,"O estudo destaca que, embora hackathons promovam soft skills, a aplicação de conhecimentos prévios de sala de aula pode variar significativamente dependendo do tempo de curso do aluno."
A01321,A Hands-On Cross-Platform Mobile Programming Approach to Teaching OOP Concepts and Design Patterns,Pınar Muyan-Özçelik,EUA,International Workshop on Software Engineering Education for Millennials,2017,California State University,Processo de Desenvolvimento,Metodologia ativa,sim,http://www.codenameone.com/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,O estudo utiliza uma abordagem prática de programação móvel multiplataforma baseada no framework Codename One,,,"A curiosidade natural dos alunos por plataformas móveis, a alta demanda do mercado de trabalho por desenvolvedores mobile. e  a diversidade técnica dos alunos, que são motivados a explorar novas ferramentas e tecnologias.",,,"Aumento do interesse e do sucesso acadêmico dos estudantes em tópicos de ES, melhoria nas taxas de aprovação, com redução significativa de notas, provisão de vantagem competitiva no mercado de trabalho.",,,"Inovando na forma como tópicos estabelecidos como de POO são introduzidos, aplicando-os a paradigmas emergentes como o desenvolvimento de software móvel",,,Analise estatística,,,"O estudo demonstra que a utilização de programação móvel multiplataforma aumenta o interesse dos Millennials em conceitos de engenharia de software, ao mesmo tempo que lhes fornece competências altamente valorizadas pelos empregadores"
A01323,Can a Team Coordination Game Help Student Software Project Teams?,"Olaa Alsaedi, Zachary Toups e Jonathan Cook",EUA,International Workshop on Cooperative and Human Aspects of Software Engineering,2016,New Mexico State University,Processo de Desenvolvimento,Jogos Sérios,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,O estudo em questão utiliza uma abordagem experimental comparando o uso de um jogo de coordenação de equipes de fidelidade zero  como tratamento e jogos de tabuleiro genéricos como grupo de controle,,,"Os elementos que contribuem para sua adesão incluem a simulação de fidelidade zero, estresse em tempo real, distribuição desigual de informações entre papéis, modelos mentais compartilhados e consciência situacional.",,,"O uso de jogos de coordenação melhora a comunicação multi-vias, ajuda os membros da equipe a se conhecerem melhor, cria relacionamentos amigáveis no início do projeto e desenvolve a paciência",,,A inovação proposta é o uso de atividades de identificação de papéis no início da formação das equipes para alinhar habilidades individuais às necessidades do projeto,,,Entrevista,,,"Embora os resultados nas notas finais não tenham sido estatisticamente significativos devido ao tamanho da amostra, detectou-se uma forte correlação entre o sucesso na coordenação dentro do jogo e a qualidade da implementação técnica do software."
A01324,BARA: A Dynamic State-based Serious Game for Teaching Requirements Elicitation,"Yu Liu, Zheqing Huang, Tong Li e Zhen Yang",China,International Conference on Software Engineering: Software Engineering Education and Training,2023,Beijing University of Technology,Requisitos,Jogos Sérios,sim,https://www.google.com/search?q=http://shorturl.at/eoxC7&authuser=1,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,As abordagens utilizadas incluem a modelagem de comportamentos de stakeholders via Máquinas de Estados Finitos,,,"Os elementos que contribuem para sua adesão incluem a capacidade de refletir o dinamismo de stakeholders reais, a imersão proporcionada pelo estilo RPG 2D, a facilidade de expansão através de um editor de cenários para não-programadores e a possibilidade de aprendizado experiencial sem a necessidade de clientes reais imediatos",,,"Os benefícios incluem permitir que estudantes sem experiência prática identifiquem os desafios reais da elicitação, como lidar com requisitos irracionais ou conflitantes fornecidos por diferentes personagens",,,"A academia pode inovar utilizando simulações dinâmicas que reagem às ações do aluno, em vez de respostas estáticas",,,Estudo empírico,,,
A01325,Overcoming Challenges in DevOps Education through Teaching Method,"Samuel Ferino, Marcelo Fernandes, Elder Cirilo, Lucas Agnez, Bruno Batista, Uirá Kulesza, Eduardo Aranha e Christoph Treude",Brasil,International Conference on Software Engineering: Software Engineering Education and Training,2023,UFRN,Processo de Desenvolvimento,ABPj,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"As abordagens utilizadas no estudo para mitigar desafios incluem ABPj, aprendizagem colaborativa, laboratórios práticos, aulas gravadas e interação em salas virtuais, além do uso de convidados da indústria para palestras.",,,"Elementos que contribuem para sua adesão incluem a alta demanda da indústria por profissionais qualificados em DevOps , a ineficácia do método tradicional de aulas expositivas para o ensino prático de ES e a necessidade de superar a falta de experiência industrial prévia dos alunos por meio de cenários realistas",,,"Os benefícios incluem a preparação de graduados aptos a aplicar práticas de DevOps em projetos reais , o desenvolvimento de mentalidade colaborativa essencial para a integração entre equipes de desenvolvimento e operações , a capacidade de lidar com a complexidade de sistemas distribuídos e o domínio de fluxos de integração e entrega contínua.",,,"A inovação ocorre pela combinação de múltiplos métodos de ensino para atender diferentes perfis de aprendizagem , integração de projetos open-source e industriais ao currículo , uso de ferramentas reais de mercado em ambientes de laboratório automatizados e a implementação de práticas de Social Coding e mentorias para simular o ambiente profissional de DevOps",,,Entrevista,,,O estudo evidencia que a Aprendizagem Baseada em Projetos e a Aprendizagem Colaborativa são as metodologias mais eficazes para endereçar a natureza multidisciplinar e os desafios práticos do ensino de DevOps
A01327,Experiences with Summer Camp Communication via Discord,"Makayla Moster, Ella Kokinda, D. Matthew Boyer e Paige Rodeghero.",EUA,International Conference on Software Engineering: Software Engineering Education and Training,2024,Clemson University,Processo de Desenvolvimento,Uso de ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"Neste estudo, a abordagem foi conduzida como um acampamento virtual de três semanas para estudantes autistas, utilizando aprendizado em pequenos grupos via salas simultâneas do Zoom e comunicação contínua no Discord",,,"os elementos que contribuíram para a adesão foram a familiaridade prévia dos alunos com o Discord, a interface intuitiva, o suporte a comunicações síncronas e assíncronas em um só lugar e a facilidade de compartilhamento de arquivos",,,"Melhora das competências interpessoais, socialização e prontidão para o trabalho em equipe remoto, que é uma demanda crescente na indústria e a redução do estresse em situações sociais e incentivo à busca de carreiras em tecnologia para perfis neurodiversos",,,"Inovando na integração precoce de ferramentas de comunicação industrial no currículo para ensinar colaboração remota e gestão de equipes distribuídas, criando ambientes de aprendizado que simulam a dinâmica de comunicação da vida real na indústria.",,,Entrevista,,,O estudo concluiu que o Discord foi mais eficaz que o MS Teams por ser percebido como menos rígido e mais atraente para o engajamento social dos estudantes.
A01329,Assessment of a Hybrid Software Development Process for Student Projects: A Controlled Experiment,"Rafał Włodarski, Jean-Remy Falleri e Corinne Parvéry",Polônia,International Conference on Software Engineering: Software Engineering Education and Training,2021,Lodz University of Technology,Processo de Desenvolvimento,ABPj,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza três abordagens principais: Iterativa, Sequencial e Híbrida na abordagem ABPj",,,Os elementos que contribuem para sua adesão incluem o padrão  cascata e a prática de alinhar a estrutura da equipe com a arquitetura do sistema em modulos,,,"A academia pode proporcionar uma formação que equilibra o planejamento rigoroso com a flexibilidade da execução. Os benefícios observados incluem maior qualidade interna do código, externa e desenvolvimento de competências",,,"A academia pode inovar ao adaptar processos híbridos industriais para o calendário acadêmico, integrando entregas incrementais com fases dedicadas de verificação e promovendo a responsabilidade individual por meio da arquitetura do sistema. Isso fortalece o sistema educacional ao expor os alunos a desafios reais de integração e qualidade de software",,,Questionários,,,"O estudo conclui que a abordagem híbrida superou as demais em completude funcional e qualidade interna, sugerindo que a combinação de entrega incremental com propriedade individual de módulos é altamente eficaz para projetos estudantis"
A01333,Shaping a Tool for Developing Computing Students’ Professional Identity - Industry Perspectives,"Laura Tubino, Kerri Morgan, Guy Wood-Bradley e Andrew Cain",Austrália,International Conference on Software Engineering: Software Engineering Education and Training,2023,Deakin Univerrsity,Processo de Desenvolvimento,Jogos Sérios,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,O estudo utiliza a teoria de identidade profissional para informar o design de uma ferramenta  que scaffoldiza experiências e reflexões dos estudantes,,,"Uso de ferramentas com gamificação no uso de avatares, mapas integrando o curriculo em ES",,,"A abordagem auxilia no desenvolvimento de uma identidade profissional congruente, permitindo que os graduados visualizem seu futuro no campo e compreendam as expectativas da indústria além do conhecimento técnico.",,,O estudo sugere que a academia deve focar menos no fornecimento de listas exaustivas de conteúdos técnicos e mais na orientação e captura de reflexões sobre a prática profissional,,,Grupo focal,,,"Os resultados indicam que, embora as competências técnicas sejam o ponto de partida para recrutamento, a indústria valoriza o ajuste cultural e as habilidades não técnicas, sugerindo que ferramentas de ensino devem priorizar a visão holística da carreira em vez de apenas o mapeamento granular de habilidades"
A01334,VeriSIM: A Learning Environment for Comprehending Class and Sequence Diagrams using Design Tracing,Prajish Prasad e Sridhar Iyer,Índia,International Conference on Software Engineering: Software Engineering Education and Training,2020,Indian Insitute of Tecnology Bombay,Análise / Projeto / Modelagem,Uso de ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza a estratégia de Design Tracing, adaptada do rastreamento de programas, onde o aluno identifica variáveis e eventos para construir um diagrama de estados que modela a execução de cenários",,,"Construção explícita de diagramas de estado para reduzir a carga cognitiva ao gerenciar valores de variáveis, aplicação de técnicas de leitura horizontal entre diagramas e leitura vertical entre requisitos e design.",,,"O método desenvolve a habilidade técnica de rastrear fluxos de dados e controle, essencial para atividades industriais de manutenção, correção de bugs e evolução de sistemas legados.",,,"A inovação proposta foca em situar o aprendizado em contextos profissionais reais, como simulações de entrada em startups, para aumentar a relevância percebida",,,"Estudo experimental, questionário e entrevista",,,O uso de visualizações sincronizadas no VeriSIM permite que o estudante observe o impacto imediato de eventos comportamentais sobre o estado estrutural das variáveis do sistema.
A01335,One Block on Top of the Other: Using Minetest to Teach Scrum,Jan-Philipp Steghöfer e Håkan Burden,Suécia,International Conference on Software Engineering: Software Engineering Education and Training,2022,Chalmers Universisty ,Processo de Desenvolvimento,Jogos Sérios,sim,https://github.com/steghoja/minetest-scrum,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,O estudo utiliza o Minetest para replicar a experiência do workshop de Lego em um ambiente virtual e colaborativo,,,"Os elementos que contribuem para sua adesão incluem a percepção de utilidade por parte dos estudantes, o engajamento emocional positivo e a baixa barreira técnica de entrada da ferramenta escolhida.",,,"A academia proporciona um ambiente onde os alunos focam no processo em vez do produto final, aprendem a lidar com limitações de recursos e a necessidade de coordenação entre equipes. Além disso, estimula a melhoria contínua através de retrospectivas iterativas e a negociação direta com stakeholders em um cenário livre de complexidades de código",,,"Pode inovar ao utilizar ambientes de jogos modernos para simular pressões reais da indústria, como prazos curtos, requisitos incompletos e comunicação distribuída.",,,Relato de experiência,,,"A transição do Lego físico para o Minetest digital provou ser eficaz para alcançar resultados de aprendizagem similares, apesar de exigir maior esforço em infraestrutura técnica e canais de comunicação."
A01339,Learning Communication Skills in Software Development Management Courses: an Active Learning Experience,Carlos Fontela e Gonzalo Damián Santos.,Argentina,Bienal COngress of Argentia,2022,Universidade de Buenos Aires,Gerência de Configuração,Flipped Classroom,sim,https://bit.ly/3ALZWwZ,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,estudo utiliza especificamente uma abordagem centrada no aluno focando em projetos iterativos ,,,Aprendizagem personalizada,,,"A academia proporciona o desenvolvimento de habilidades essenciais de comunicação e negociação , prepara o aluno para trabalhar em equipes multidisciplinares",,,"A academia pode inovar ao integrar o treinamento de habilidades interpessoais diretamente em cursos técnicos , simular ambientes industriais reais através de workshops",,,Questionários,,,
A01351,DevOpsEnvy: An Education Support System for DevOps,"Guoping Rong, Shenghui Gu, Dong Shao e He Zhang",China,International Conference on Software Engineering: Software Engineering Education and Training,2017,Nanjing University,Processo de Desenvolvimento,Uso de ferramentas,--,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, a abordagem utiliza o sistema DevOpsEnvy para integrar ferramentas de automação",,,"Os elementos que contribuem para sua adesão incluem a integração de múltiplas ferramentas em uma interface única, automação da avaliação para professores, ambiente pronto para uso que simplifica a configuração para os alunos e o fornecimento de feedback rápido via métricas automáticas",,,"A abordagem ajuda os alunos a lidar com mudanças rápidas de requisitos e garante a qualidade do código por meio de integração e implantação contínuas, além de incentivar a autogestão através de dados de desempenho individual",,,A academia pode inovar ao criar sistemas de suporte que automatizam a avaliação de desempenho e reduzem a carga de trabalho docente,,,Curso de extensão,,,"O sistema DevOpsEnvy unifica a gestão de equipes e projetos em uma esteira de automação, transformando o pipeline de software em uma ferramenta pedagógica para avaliação contínua."
A01352,Developing Software Engineering Competences in Undergraduate Students: A Project-Based Learning Approach in Academy-Industry Collaboration,"Reyes Juárez-Ramírez, Samantha Jiménez e Carlos Huertas",México,International Conference in Software Engineering Research and Innovation,2016,Autonomous University os Baja California,Processo de Desenvolvimento,ABPj,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza especificamente a abordagem ABPj integrada à colaboração entre universidade e indústria, onde os alunos trabalham em projetos reais financiados por agências de fomento",,,"Os elementos que contribuem para sua adesão incluem: foco em problemas autênticos e não simulados, tarefas realistas, colaboração entre pares, ambiente centrado no aluno, integração de conteúdo curricular e avaliação contínua e inovadora.",,,"Aumentando a motivação dos alunos, gerenciamento de recursos e desenvolvimento de habilidades práticas",,,"Formalizando acordos de colaboração com empresas para que os alunos atuem em projetos com escopo, orçamento e impacto reais.",,,Análise estatística,,,
A01353,Agile Methodologies in Education: The Common Ground of Personalized Learning and Project-Based Learning,Nuno Pombo e Carlos Cunha,Portugal,"International Conference on Software Engineering Research, Management and Applications",2025,Universidade da Beira Interior,Processo de Desenvolvimento,ABPj,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza especificamente a combinação de ABPj com o framework Scrum,  dividindo os alunos em equipes com dsivisão de sprints",,,"Os elementos que contribuem para sua adesão incluem a transparência, inspeção e adaptação , além do uso de ferramentas de colaboração online como Trello e Notion para gestão de tarefas",,,"Melhoria na comunicação, e fortalecimentos de abilidades",,,Adotando estratégias de aprendizagem personalizada que considerem os diferentes estilos de aprendizagem dos alunos,,,Questionários,,,"O estudo destaca que, embora o Scrum melhore as competências interpessoais, a eficácia de sua aplicação depende significativamente da compreensão prévia dos alunos sobre conceitos fundamentais de arquitetura e modelagem de software"
A01358,Training students to choose their agile practices and tools,"Paolo Ciancarini, Andrea Loretti, Marcello Missiroli e Andrea Schinoppi",Itália,International Conference on Software Engineering: Software Engineering Education and Training,2023,Universidade de Bolonha,Processo de Desenvolvimento,Uso de ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"As abordagens utilizadas incluem o framework Scrum (adaptado), o método Essence para visualização e seleção de práticas, e o uso de ferramentas de suporte como GitLab, Taiga e SonarQube",,,"Elementos que contribuem para a adesão incluem a liberdade dos alunos em escolherem suas próprias práticas e ferramentas dentro do framework, promovendo um senso de propriedade e responsabilidade",,,A academia proporciona o desenvolvimento de soft skills e prepara os alunos para carreiras de sucesso ao ensiná-los a planejar processos de software ágeis e responder a mudanças de requisitos.,,,"A academia inova ao fornecer ambientes que simulam cenários reais da indústria, como a introdução de requisitos mutáveis durante o projeto e a exigência de uso de ferramentas de nível profissional para rastreamento de progresso e qualidade de código",,,Questionário,,,O estudo destaca que permitir que os alunos selecionem suas próprias práticas ágeis via Essence aumenta o engajamento e a compreensão do processo de desenvolvimento
A01361,The Use of a Framework to Support Gamification Evaluation in Knowledge Management Teaching in Software Engineering,"Rodrigo Henrique Barbosa Monteiro, Maurício Ronny de Almeida, Sandro Ronaldo Bezerra Oliveira e Antonilson da Silva Alcântara.",Brasil,Frontiers in Education,2022,UFPA,Gerência de Projetos,Gamificação,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, utiliza-se um framework de avaliação baseado no modelo GQIM para padronizar o design, análise e relato de dados de gamificação",,,"Os elementos que contribuem para sua adesão incluem mecânicas, dinâmicas e componentes de jogos, além de um framework estruturado em etapas de contextualização, definição de escopo, métodos, sumário e análise de resultados",,,"A abordagem auxilia na organização de ideias, fornece clareza no processo avaliativo, permite a racionalização do design de estudos e possibilita a geração de achados que explicam fenômenos comportamentais",,,"A academia pode inovar através da padronização de modelos de avaliação que produzam dados empíricos comparáveis e replicáveis, permitindo entender como abordagens gamificadas impactam a prática profissional e a gestão de conhecimento organizacional",,,Entrevista e questionário,,,"O framework demonstrou que a análise de dados de uma questão de avaliação pode complementar e explicar causalidades em outras questões, como a relação entre sentimentos de participantes e o alcance de metas em ciclos de conhecimento."
A01363,Sidekicks and Superheroes: A Look into Student Reasoning about Concurrency with Threads versus Actors,Aubrey Lawson e Eileen T. Kraemer,EUA,International Conference on Software Engineering: Software Engineering Education and Training,2020,Clemson University,Processo de Desenvolvimento,Uso de ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,A abordagem utilizou meios para o ensino em programação concorrente,,,Os elementos que contribuem para a adesão incluem o uso de problemas clássicos de concorrência como ferramentas pedagógicas,,,A academia pode proporcionar um modelo mental refinado de computação que inclui instruções de máquina e atomicidade,,,"Conforme o estudo, a academia pode inovar ao introduzir intervenções mais leves que abordem as dificuldades dos alunos mais cedo no processo de desenvolvimento.",,,Questionário,,,"O estudo revela que estudantes tendem a adicionar complexidade desnecessária e resistem à modelagem formal, preferindo uma abordagem de tentativa e erro que prejudica a corretude em sistemas concorrentes."
A01364,Empowering Software Engineering Students: The Role of Gamification in Promoting Learning Independence,"Wahyu Nur Hidayat, Muslihati, Nur Afni, Achmad Hamdan, Gulsun Kurubacak Cakir, Mochammad Raffi Fadhil Hisyam, Muhammad Aris Ichwanto e Rahajeng Kartika Sari.",Indonésia,International Conference on Vocational Education and Electrical Engineering,2024,Univeisy Negeri Malang,Processo de Desenvolvimento,Uso de ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"As abordagens utilizadas no estudo são a gamificação, o aprendizado baseado em casos apoiada por ferraamentas",,,"Elementos que contribuem para a adesão incluem a interatividade, a facilidade de acesso via navegador, o uso de recursos visuaise a funcionalidade de live coding que permite prática imediata sem necessidade de dispositivos de alto desempenho",,,"A academia pode proporcionar uma melhor compreensão do processo de programação, debuging, e boas práticas no geral",,,A academia pode inovar ao criar plataformas que simulem cenários reais da indústria através de estudos de caso e exercícios de codificação em tempo real.,,,Questionário,,,"O estudo destaca que a integração de live coding em plataformas web mitiga a falta de hardware compatível dos alunos, democratizando a prática de programação front-end"
A01366,Generating Software Engineers by Developing Web Systems: A Project-Based Learning Case Study,"Patrick Letouze, J. I. M. de Souza Júnior e Valéria Martins da Silva",Brasil,International Conference on Software Engineering: Software Engineering Education and Training,2016,UFT,Processo de Desenvolvimento,ABPj,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utilizou uma combinação de ABPj, simulação de empresa de software, role-playing e padrões arquiteturais",,,"Os elementos que contribuíram para a adesão incluíram o uso de problemas do mundo real, a participação ativa dos alunos na escolha de ferramentas e a motivação por meio de pesquisa acadêmica",,,"Proporciona maturidade profissional aos estudantes, melhora a capacidade de tomada de decisão, prepara para programas de pós-graduação e resulta em produtos reais",,,"A academia pode inovar ao simular ambientes profissionais reais, integrar dimensões curriculares e extracurriculares em projetos de longo prazo",,,Estudo de Caso,,,O estudo destaca que a refatoração de código foi essencial para que os alunos atingissem um nível superior de maturidade profissional e compreendessem a importância da qualidade e documentação do software
A01376,Impact of the Use of Industrial Modelling Tools on Modelling Education,"Grischa Liebel, Rogardt Heldal e Jan-Philipp Steghöfer.",Suécia,International Conference on Software Engineering: Software Engineering Education and Training,2016,Chalmers Universisty ,Análise / Projeto / Modelagem,Uso de Ferramentas,sim,http://grischaliebel.de/data/research/data_primeTime_150715.zip,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,A condução envolveu aulas teóricas semanais e um projeto prático de domínio real  onde os alunos progrediam de um processo similar ao Cascata para métodos ágeis,,,"Elementos que contribuem para a adesão incluem a presença de um campeão da ferramenta, materiais de instrução sob medida  e a percepção de utilidade da UML para sistemas complexos.",,,O estudo indica que o uso dessas ferramentas não prejudica a visão do aluno sobre modelagem e ajuda a conectar modelos abstratos a sistemas reais através da geração de código,,,"academia pode inovar ao utilizar as mesmas ferramentas complexas da indústria, mas oferecendo suporte pedagógico de alta qualidade",,,Questionário,,,"O estudo conclui que a complexidade das ferramentas industriais não é o problema para o ensino, desde que haja suporte pedagógico especializado e materiais customizados para o contexto do curso"
